# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:7C": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:7C", "device connection": "BTH98:D3:B1:FD:3D:7C", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-5-27", "time": "20:46:39.787", "channels": [3], "sensor": ["EDABITREV"], "label": ["A3"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A3"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	1	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	2	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	1	
4	0	0	0	0	0	
5	0	0	0	0	1	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	1	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	1	
3	0	0	0	0	0	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	1	
8	0	0	0	0	1	
9	0	0	0	0	1	
10	0	0	0	0	1	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	1	
2	0	0	0	0	1	
3	0	0	0	0	0	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	1	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	1	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	4	
11	0	0	0	0	0	
12	0	0	0	0	9	
13	0	0	0	0	0	
14	0	0	0	0	9	
15	0	0	0	0	0	
0	0	0	0	0	7	
1	0	0	0	0	0	
2	0	0	0	0	6	
3	0	0	0	0	0	
4	0	0	0	0	13	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	3	
9	0	0	0	0	0	
10	0	0	0	0	1	
11	0	0	0	0	0	
12	0	0	0	0	7	
13	0	0	0	0	0	
14	0	0	0	0	3	
15	0	0	0	0	0	
0	0	0	0	0	6	
1	0	0	0	0	0	
2	0	0	0	0	7	
3	0	0	0	0	0	
4	0	0	0	0	6	
5	0	0	0	0	0	
6	0	0	0	0	9	
7	0	0	0	0	0	
8	0	0	0	0	8	
9	0	0	0	0	0	
10	0	0	0	0	7	
11	0	0	0	0	0	
12	0	0	0	0	4	
13	0	0	0	0	0	
14	0	0	0	0	13	
15	0	0	0	0	0	
0	0	0	0	0	6	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	1	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	4	
5	0	0	0	0	0	
6	0	0	0	0	12	
7	0	0	0	0	0	
8	0	0	0	0	4	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	10	
13	0	0	0	0	0	
14	0	0	0	0	8	
15	0	0	0	0	0	
