# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:7C": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:7C", "device connection": "BTH98:D3:B1:FD:3D:7C", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-5-27", "time": "20:46:39.787", "channels": [3], "sensor": ["EDABITREV"], "label": ["A3"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A3"], "special": [{}], "digital IO": [0, 0, 1, 1], "convertedValues": 0}}
# EndOfHeader
9	0	0	0	0	0	
10	0	0	0	0	4	
11	0	0	0	0	2	
12	0	0	0	0	8	
13	0	0	0	0	0	
14	0	0	0	0	10	
15	0	0	0	0	0	
0	0	0	0	0	4	
1	0	0	0	0	3	
2	0	0	0	0	2	
3	0	0	0	0	0	
4	0	0	0	0	12	
5	0	0	0	0	0	
6	0	0	0	0	7	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	3	
13	0	0	0	0	1	
14	0	0	0	0	2	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	1	
2	0	0	0	0	1	
3	0	0	0	0	1	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	1	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	1	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	1	
3	0	0	0	0	0	
4	0	0	0	0	1	
5	0	0	0	0	1	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	8	
11	0	0	0	0	0	
12	0	0	0	0	12	
13	0	0	0	0	0	
14	0	0	0	0	3	
15	0	0	0	0	0	
0	0	0	0	0	11	
1	0	0	0	0	0	
2	0	0	0	0	3	
3	0	0	0	0	0	
4	0	0	0	0	3	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	1	
10	0	0	0	0	1	
11	0	0	0	0	1	
12	0	0	0	0	1	
13	0	0	0	0	1	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	3	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	3	
5	0	0	0	0	0	
6	0	0	0	0	7	
7	0	0	0	0	0	
8	0	0	0	0	9	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	3	
13	0	0	0	0	0	
14	0	0	0	0	13	
15	0	0	0	0	0	
0	0	0	0	0	9	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	4	
15	0	0	0	0	0	
0	0	0	0	0	4	
1	0	0	0	0	0	
2	0	0	0	0	3	
3	0	0	0	0	0	
4	0	0	0	0	1	
5	0	0	0	0	2	
6	0	0	0	0	1	
7	0	0	0	0	1	
8	0	0	0	0	1	
9	0	0	0	0	1	
10	0	0	0	0	1	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	1	
14	0	0	0	0	1	
15	0	0	0	0	1	
0	0	0	0	0	5	
1	0	0	0	0	0	
2	0	0	0	0	8	
3	0	0	0	0	0	
4	0	0	0	0	5	
5	0	0	0	0	0	
6	0	0	0	0	4	
7	0	0	0	0	0	
8	0	0	0	0	4	
9	0	0	0	0	0	
10	0	0	0	0	3	
11	0	0	0	0	0	
12	0	0	0	0	3	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	4	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	1	
3	0	0	0	0	0	
4	0	0	0	0	11	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	1	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	2	
11	0	0	0	0	0	
12	0	0	0	0	5	
13	0	0	0	0	0	
14	0	0	0	0	2	
15	0	0	0	0	0	
0	0	0	0	0	8	
1	0	0	0	0	1	
2	0	0	0	0	1	
3	0	0	0	0	1	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	2	
7	0	0	0	0	1	
8	0	0	0	0	1	
9	0	0	0	0	1	
10	0	0	0	0	1	
11	0	0	0	0	1	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	1	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	1	
3	0	0	0	0	1	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	1	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	4	
9	0	0	0	0	0	
10	0	0	0	0	16	
11	0	0	0	0	0	
12	0	0	0	0	12	
13	0	0	0	0	0	
14	0	0	0	0	9	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	1	
2	0	0	0	0	0	
3	0	0	0	0	1	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	1	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	7	
1	0	0	0	0	0	
2	0	0	0	0	15	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	7	
5	0	0	0	0	0	
6	0	0	0	0	5	
7	0	0	0	0	0	
8	0	0	0	0	2	
9	0	0	0	0	0	
10	0	0	0	0	2	
11	0	0	0	0	0	
12	0	0	0	0	9	
13	0	0	0	0	0	
14	0	0	0	0	2	
15	0	0	0	0	0	
0	0	0	0	0	12	
1	0	0	0	0	0	
2	0	0	0	0	4	
3	0	0	0	0	0	
4	0	0	0	0	4	
5	0	0	0	0	0	
6	0	0	0	0	11	
7	0	0	0	0	0	
8	0	0	0	0	7	
9	0	0	0	0	0	
10	0	0	0	0	4	
11	0	0	0	0	2	
12	0	0	0	0	3	
13	0	0	0	0	3	
14	0	0	0	0	3	
15	0	0	0	0	0	
0	0	0	0	0	2	
1	0	0	0	0	1	
2	0	0	0	0	1	
3	0	0	0	0	1	
4	0	0	0	0	1	
5	0	0	0	0	1	
6	0	0	0	0	1	
7	0	0	0	0	1	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	4	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	3	
15	0	0	0	0	0	
0	0	0	0	0	5	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	1	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	1	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	1	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	12	
5	0	0	0	0	0	
6	0	0	0	0	10	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	1	
11	0	0	0	0	1	
12	0	0	0	0	1	
13	0	0	0	0	1	
14	0	0	0	0	1	
15	0	0	0	0	1	
0	0	0	0	0	1	
1	0	0	0	0	1	
2	0	0	0	0	1	
3	0	0	0	0	1	
4	0	0	0	0	1	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	7	
11	0	0	0	0	0	
12	0	0	0	0	10	
13	0	0	0	0	0	
14	0	0	0	0	3	
15	0	0	0	0	0	
0	0	0	0	0	15	
1	0	0	0	0	0	
2	0	0	0	0	5	
3	0	0	0	0	0	
4	0	0	0	0	9	
5	0	0	0	0	0	
6	0	0	0	0	5	
7	0	0	0	0	0	
8	0	0	0	0	15	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	17	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	10	
1	0	0	0	0	0	
2	0	0	0	0	8	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	9	
7	0	0	0	0	0	
8	0	0	0	0	4	
9	0	0	0	0	0	
10	0	0	0	0	2	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	10	
15	0	0	0	0	0	
0	0	0	0	0	7	
1	0	0	0	0	0	
2	0	0	0	0	2	
3	0	0	0	0	3	
4	0	0	0	0	3	
5	0	0	0	0	2	
6	0	0	0	0	2	
7	0	0	0	0	1	
8	0	0	0	0	1	
9	0	0	0	0	1	
10	0	0	0	0	2	
11	0	0	0	0	1	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	1	
15	0	0	0	0	0	
0	0	0	0	0	5	
1	0	0	0	0	0	
2	0	0	0	0	7	
3	0	0	0	0	0	
4	0	0	0	0	10	
5	0	0	0	0	0	
6	0	0	0	0	3	
7	0	0	0	0	1	
8	0	0	0	0	12	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	3	
13	0	0	0	0	0	
14	0	0	0	0	18	
15	0	0	0	0	0	
0	0	0	0	0	6	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	12	
13	0	0	0	0	0	
14	0	0	0	0	7	
15	0	0	0	0	0	
0	0	0	0	0	12	
1	0	0	0	0	0	
2	0	0	0	0	5	
3	0	0	0	0	0	
4	0	0	0	0	17	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	8	
5	0	0	0	0	0	
6	0	0	0	0	3	
7	0	0	0	0	0	
8	0	0	0	0	14	
9	0	0	0	0	0	
10	0	0	0	0	8	
11	0	0	0	0	0	
12	0	0	0	0	2	
13	0	0	0	0	0	
14	0	0	0	0	13	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	3	
15	0	0	0	0	0	
0	0	0	0	0	15	
1	0	0	0	0	0	
2	0	0	0	0	0	
3	0	0	0	0	0	
4	0	0	0	0	4	
5	0	0	0	0	0	
6	0	0	0	0	14	
7	0	0	0	0	0	
8	0	0	0	0	4	
9	0	0	0	0	3	
10	0	0	0	0	3	
11	0	0	0	0	2	
12	0	0	0	0	3	
13	0	0	0	0	2	
14	0	0	0	0	2	
15	0	0	0	0	1	
0	0	0	0	0	1	
1	0	0	0	0	1	
2	0	0	0	0	1	
3	0	0	0	0	1	
4	0	0	0	0	1	
5	0	0	0	0	1	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	1	
9	0	0	0	0	0	
10	0	0	0	0	5	
11	0	0	0	0	0	
12	0	0	0	0	5	
13	0	0	0	0	0	
14	0	0	0	0	9	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	1	
3	0	0	0	0	0	
4	0	0	0	0	7	
5	0	0	0	0	0	
6	0	0	0	0	13	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	4	
13	0	0	0	0	0	
14	0	0	0	0	6	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	7	
3	0	0	0	0	0	
4	0	0	0	0	5	
5	0	0	0	0	0	
6	0	0	0	0	3	
7	0	0	0	0	0	
8	0	0	0	0	2	
9	0	0	0	0	0	
10	0	0	0	0	6	
11	0	0	0	0	0	
12	0	0	0	0	15	
13	0	0	0	0	0	
14	0	0	0	0	5	
15	0	0	0	0	0	
0	0	0	0	0	3	
1	0	0	0	0	0	
2	0	0	0	0	3	
3	0	0	0	0	0	
4	0	0	0	0	5	
5	0	0	0	0	0	
6	0	0	0	0	8	
7	0	0	0	0	0	
8	0	0	0	0	7	
9	0	0	0	0	0	
10	0	0	0	0	9	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	2	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	9	
3	0	0	0	0	0	
4	0	0	0	0	12	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	7	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	3	
13	0	0	0	0	0	
14	0	0	0	0	9	
15	0	0	0	0	0	
0	0	0	0	0	14	
1	0	0	0	0	0	
2	0	0	0	0	7	
3	0	0	0	0	0	
4	0	0	0	0	3	
5	0	0	0	0	0	
6	0	0	0	0	5	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	6	
11	0	0	0	0	0	
12	0	0	0	0	3	
13	0	0	0	0	0	
14	0	0	0	0	5	
15	0	0	0	0	0	
0	0	0	0	0	4	
1	0	0	0	0	0	
2	0	0	0	0	11	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	1	
7	0	0	0	0	0	
8	0	0	0	0	7	
9	0	0	0	0	0	
10	0	0	0	0	11	
11	0	0	0	0	1	
12	0	0	0	0	10	
13	0	0	0	0	1	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	6	
1	0	0	0	0	0	
2	0	0	0	0	2	
3	0	0	0	0	0	
4	0	0	0	0	9	
5	0	0	0	0	0	
6	0	0	0	0	6	
7	0	0	0	0	0	
8	0	0	0	0	7	
9	0	0	0	0	0	
10	0	0	0	0	3	
11	0	0	0	0	0	
12	0	0	0	0	10	
13	0	0	0	0	2	
14	0	0	0	0	7	
15	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	0	0	0	
2	0	0	0	0	7	
3	0	0	0	0	1	
4	0	0	0	0	11	
5	0	0	0	0	0	
6	0	0	0	0	0	
7	0	0	0	0	0	
8	0	0	0	0	5	
9	0	0	0	0	0	
10	0	0	0	0	2	
11	0	0	0	0	0	
12	0	0	0	0	10	
13	0	0	0	0	0	
14	0	0	0	0	4	
15	0	0	0	0	0	
0	0	0	0	0	3	
1	0	0	0	0	0	
2	0	0	0	0	12	
3	0	0	0	0	0	
4	0	0	0	0	2	
5	0	0	0	0	0	
6	0	0	0	0	9	
7	0	0	0	0	0	
8	0	0	0	0	0	
9	0	0	0	0	0	
10	0	0	0	0	8	
11	0	0	0	0	0	
12	0	0	0	0	0	
13	0	0	0	0	0	
14	0	0	0	0	3	
15	0	0	0	0	0	
0	0	0	0	0	3	
1	0	0	0	0	0	
2	0	0	0	0	2	
3	0	0	0	0	0	
4	0	0	0	0	5	
5	0	0	0	0	0	
6	0	0	0	0	11	
7	0	0	0	0	0	
8	0	0	0	0	4	
9	0	0	0	0	0	
10	0	0	0	0	17	
11	0	0	0	0	0	
12	0	0	0	0	4	
13	0	0	0	0	0	
14	0	0	0	0	0	
15	0	0	0	0	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
2	0	0	0	0	5	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	4	
7	0	0	0	0	0	
8	0	0	0	0	5	
9	0	0	0	0	0	
10	0	0	0	0	0	
11	0	0	0	0	0	
12	0	0	0	0	1	
13	0	0	0	0	0	
14	0	0	0	0	5	
15	0	0	0	0	0	
0	0	0	0	0	5	
1	0	0	0	0	0	
2	0	0	0	0	3	
3	0	0	0	0	0	
4	0	0	0	0	0	
5	0	0	0	0	0	
6	0	0	0	0	2	
7	0	0	0	0	0	
8	0	0	0	0	6	
9	0	0	0	0	0	
10	0	0	0	0	11	
11	0	0	0	0	0	
12	0	0	0	0	6	
13	0	0	0	0	0	
14	0	0	0	0	5	
15	0	0	0	0	0	
